feature7,feature6,feature8,target
-2.4022140777049903,-0.4433757356726901,-1.793223349338808,1.0
-0.7282821692290017,0.44705573112907104,-2.2244292702922084,1.0
0.2951303134041947,0.25017820882214187,1.3186847821034984,0.0
2.2994139867703725,-0.3603597734627266,1.900055309887679,1.0
0.02756163660527441,0.30794947713847387,-2.6429000894112904,1.0
1.0001028355300718,1.5919662611632488,1.1747715091260305,1.0
1.3124142093310016,1.8588990836009396,-0.8336707106931417,0.0
0.10817601039675376,1.2037791895287295,1.721699987376525,0.0
0.06123360413650138,0.9688671601363802,0.7955398108702765,0.0
3.9005925774046077,-0.01877157409914409,2.293591215589136,1.0
1.8307500601835296,-0.48817638548163594,-0.3834489202056101,1.0
-0.9562045919848838,1.6447604161980347,0.10672311625420107,0.0
0.609832698551834,0.14175929260600806,-2.6572838899783697,1.0
0.00824514002648554,-0.9145963022952712,1.0468683538150367,1.0
-0.9806775362152237,0.7563783158804203,-1.3627960839516062,1.0
-0.43210087077861886,-0.2813459759645129,1.1775074729476007,0.0
0.9177086590814694,0.17353698005347415,1.8427040099473038,0.0
-0.9729147656131651,0.1555522758217246,-0.662544780680498,1.0
-1.6096424806655183,-0.503758639683888,0.24513798168742026,0.0
-1.860920583383699,0.3100962606546528,0.18331728889929433,1.0
-0.7850512330374291,-0.4949383968696888,0.46592912971665684,0.0
-0.5470859330979203,0.8930126037029246,-1.293048817791011,0.0
0.34173059100178893,-0.06296309292919694,-4.29706510838138,1.0
1.6233066256562552,-0.49543499137834596,1.4301916723318158,1.0
0.18381887358258833,1.098057472648217,0.22016442213797432,0.0
0.29809727023429416,-2.3399051999997034,1.6898579445543875,1.0
0.9945923741820077,-1.416901732863834,1.3200272125973371,1.0
1.0708553520610422,-1.7566498028742183,1.4940921477858171,1.0
1.4325004537974044,1.5243081833832528,0.2983244629555957,0.0
2.5858616938374483,2.813275475698273,-1.5448824129220105,0.0
-1.4195560711082043,-0.3834286276432521,0.6252654953408171,0.0
-1.34071815663108,-0.358733319242819,-0.1468927273912503,0.0
0.4636148266937818,-1.6125586679398833,0.6893907694083956,1.0
0.2456680321903842,0.5857030859714336,-0.051747964492644745,0.0
-0.6251329551066208,0.30881707109780027,0.693890220394721,0.0
-0.9507642214317292,-0.4140348954951877,-0.37450679776736007,0.0
-1.088915709121064,-0.5644054625783985,-2.3432822948124064,1.0
-2.2208396392298932,0.011093927565765473,-0.8194626303402063,1.0
-1.1210670340632203,0.7218795054179843,-0.6443749332701915,0.0
-0.013056948937920376,-0.9680320406562176,0.7000905940461097,1.0
0.7270122353000588,-1.748654523404845,-1.2165246266996481,1.0
1.9576166516522113,-0.17426433592065507,1.8669279095166884,0.0
-2.6059110327904995,-0.3071105613299165,-1.1657182226868292,1.0
-0.8762765058875858,-0.4557074227335787,0.040654527456534,0.0
0.5954400197532738,-0.3046071658883869,0.3386822506438602,0.0
0.19195546675661215,1.539862258210536,0.9660974964980356,0.0
-2.696242788969247,-0.5633854191444634,0.7696125230703753,0.0
-2.058879973275636,-0.29285941300363344,-0.6007773446615943,0.0
2.023246560330704,-0.7305343609890624,-1.6545977785576371,1.0
1.1859765198112,-0.8512944168843306,1.2973791373665773,1.0
0.0,-0.4433757356726901,0.0,1.0
0.0,0.44705573112907104,0.0,1.0
0.0,0.25017820882214187,0.0,0.0
0.0,-0.3603597734627266,0.0,1.0
0.0,0.30794947713847387,0.0,1.0
0.0,1.5919662611632488,0.0,1.0
0.0,1.8588990836009396,0.0,0.0
0.0,1.2037791895287295,0.0,0.0
0.0,0.9688671601363802,0.0,0.0
0.0,-0.01877157409914409,0.0,1.0
0.0,-0.48817638548163594,0.0,1.0
0.0,1.6447604161980347,0.0,0.0
0.0,0.14175929260600806,0.0,1.0
0.0,-0.9145963022952712,0.0,1.0
0.0,0.7563783158804203,0.0,1.0
0.0,-0.2813459759645129,0.0,0.0
0.0,0.17353698005347415,0.0,0.0
0.0,0.1555522758217246,0.0,1.0
0.0,-0.503758639683888,0.0,0.0
0.0,0.3100962606546528,0.0,1.0
0.0,-0.4949383968696888,0.0,0.0
0.0,0.8930126037029246,0.0,0.0
0.0,-0.06296309292919694,0.0,1.0
0.0,-0.49543499137834596,0.0,1.0
0.0,1.098057472648217,0.0,0.0
0.0,-2.3399051999997034,0.0,1.0
0.0,-1.416901732863834,0.0,1.0
0.0,-1.7566498028742183,0.0,1.0
0.0,1.5243081833832528,0.0,0.0
0.0,2.813275475698273,0.0,0.0
0.0,-0.3834286276432521,0.0,0.0
0.0,-0.358733319242819,0.0,0.0
0.0,-1.6125586679398833,0.0,1.0
0.0,0.5857030859714336,0.0,0.0
0.0,0.30881707109780027,0.0,0.0
0.0,-0.4140348954951877,0.0,0.0
0.0,-0.5644054625783985,0.0,1.0
0.0,0.011093927565765473,0.0,1.0
0.0,0.7218795054179843,0.0,0.0
0.0,-0.9680320406562176,0.0,1.0
0.0,-1.748654523404845,0.0,1.0
0.0,-0.17426433592065507,0.0,0.0
0.0,-0.3071105613299165,0.0,1.0
0.0,-0.4557074227335787,0.0,0.0
0.0,-0.3046071658883869,0.0,0.0
0.0,1.539862258210536,0.0,0.0
0.0,-0.5633854191444634,0.0,0.0
0.0,-0.29285941300363344,0.0,0.0
0.0,-0.7305343609890624,0.0,1.0
0.0,-0.8512944168843306,0.0,1.0
